id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
73155,Apartment in centre of Rotterdam,381163,Kim,Rotterdam Centrum,Stadsdriehoek,51.91683,4.48294,Entire home/apt,125,7,120,2024-06-07,0.75,1,301,5,0599 D9BA 806A 9A56 BDBB
77592,"Charming, Cozy Rotterdam Center",416305,Jos,Delfshaven,Middelland,51.9149,4.46322,Entire home/apt,150,2,18,2022-10-02,0.11,1,0,0,Exempt
101526,Apartment Dependance Rotterdam,531869,Loes,Rotterdam Centrum,Dijkzigt,51.91246,4.46586,Entire home/apt,140,7,21,2024-06-03,0.13,1,148,3,0599 51CC CA3A 88B0 CEF1
539905,Sunny garden apt in Kralingen/R'dam,2652971,Michael,Kralingen-Crooswijk,Kralingen Oost,51.92292,4.51435,Entire home/apt,125,4,24,2022-09-11,0.17,1,0,0,0599 F642 774A E974 C0A9
763422,City appartment: b&b Walenburg,4024319,Machteld,Noord,Blijdorp,51.93021,4.46853,Private room,110,2,382,2024-06-12,2.84,1,65,33,0599 0D64 133D 0093 457A
878959,Apartment  Rotterdam Noord,4646003,Michel,Noord,Oude Noorden,51.93319,4.47658,Entire home/apt,,6,20,2023-05-03,0.15,1,0,0,0599 8D6D 8745 6244 F5F9
1322782,Spacious room close to city centre,6926282,Marion,Delfshaven,Nieuwe Westen,51.92127,4.4563,Private room,70,3,137,2024-06-05,1.22,3,122,19,0599 7F3D 2D0E ECD3 0C97
1329363,Blue single room close to city center,6926282,Marion,Delfshaven,Middelland,51.91955,4.4561,Private room,50,3,78,2023-11-06,0.64,3,62,10,0599 7F3D 2D0E ECD3 0C97
1403364,Romantic deckhouse on historic ship central R'dam,7574324,Esther,Rotterdam Centrum,Stadsdriehoek,51.9149,4.48253,Entire home/apt,110,2,591,2024-06-17,4.56,2,240,71,0599 55C3 36A7 F981 E15C
1436796,Meeting like-minded travelers,7718807,Hostel Ani & Haakien,Rotterdam Centrum,Cs Kwartier,51.92259,4.46505,Shared room,45,1,59,2024-03-01,0.58,5,315,5,0599 9D05 A5B5 FBE4 DAD6
1439548,Boutique hostel in the middle of Rotterdam,7718807,Hostel Ani & Haakien,Rotterdam Centrum,Oude Westen,51.92088,4.46529,Shared room,45,1,169,2024-05-29,1.28,5,317,7,Exempt
1504950,Luxe Guest house in Hooimijt,8040675,Det,Hillegersberg-Schiebroek,Hillegersberg Noord,51.96387,4.48423,Entire home/apt,138,7,124,2023-11-09,1.05,1,265,6,0599 5DEA B875 55B2 AA00
1634923,Unique room in bow of historic ship central R'dam,7574324,Esther,Rotterdam Centrum,Stadsdriehoek,51.91377,4.48509,Entire home/apt,115,2,298,2024-06-11,2.89,2,237,71,0599 55C3 36A7 F981 E15C
1790922,Private Studio Ahoy/Zuidplein,9396518,Jose,Charlois,Tarwewijk,51.8901847,4.4877116,Entire home/apt,118,1,39,2024-06-13,2.90,1,158,33,0599F800C62B9265A45F
1839719,Groepsverhuur Luciana en/of Catherina te Rotterdam,9614440,Pieter,Rotterdam Centrum,Nieuwe Werk,51.90683,4.47869,Entire home/apt,525,2,61,2024-04-14,0.62,2,243,11,Exempt
1951271,Cosy hostel at great location,10090607,ROOM (Hostel),Rotterdam Centrum,Nieuwe Werk,51.90944,4.47865,Shared room,42,1,185,2024-05-23,1.46,3,321,6,Exempt
2007748,Fully equipped 2 bedroom appartment,10333630,Dieter,Feijenoord,Afrikaanderwijk,51.90575,4.4989,Entire home/apt,,121,21,2021-08-30,0.16,1,0,0,0599 DE3E 4174 D1B2 4473
2097520,Casa La Rosa – B&B / Shortstay,10698794,Fabiana & Rocco,Delfshaven,Nieuwe Westen,51.91794,4.45179,Entire home/apt,78,10,202,2023-01-23,1.60,1,134,0,0599 8351 BBF5 58F6 7DE0
2211519,Stylish apartment on Rotte canal with roof garden,11266043,M.J.,Noord,Oude Noorden,51.92674,4.48472,Entire home/apt,,2,67,2023-08-27,0.54,1,0,1,0599 6DC8 19F3 B63D B065
2312888,Spacious apartment with roof terrace & sauna,11811444,Willem,Overschie,Overschie,51.94317,4.42376,Entire home/apt,212,2,1,2014-04-15,0.01,1,331,0,0599 462D 1EC9 DCDE F307
2317332,Sleep by the bridge with great view,11834678,Maarten,Delfshaven,Spangen,51.91835,4.44317,Entire home/apt,98,1,398,2024-06-15,3.57,1,10,25,0599 9CCB BF45 C894 A053
2417980,B&B De Speelman (home; 2 pers),12357210,Yvonne,Overschie,Overschie,51.93911,4.41969,Private room,75,2,227,2024-06-17,1.82,1,51,26,0599346D7400C35C8639
2692286,Near Erasmus University long stay.,13768594,Eliza,Prins Alexander,Nesselande,51.96857,4.58284,Private room,55,2,64,2024-05-12,0.52,2,327,2,0599 CD13 E32F 3E3C 879A
3074381,Nice room with private shower,13136873,Doris,Prins Alexander,Oosterflank,51.94837,4.56443,Private room,45,20,94,2019-05-22,0.77,3,50,0,05995403D0E65B54CC72
3461082,Cozy apartment with garden!,4932763,Evelien,Kralingen-Crooswijk,Kralingen Oost,51.92752,4.51779,Entire home/apt,88,45,17,2024-03-08,0.14,2,240,1,0599 82D3 ED04 0716 6E5B
3561821,ZooZooHouse,6052050,Cristina Cassandra,Rotterdam Centrum,Cs Kwartier,51.92306,4.46677,Entire home/apt,86,60,12,2022-07-08,0.12,1,101,0,0599 8688 86C8 C175 83A6
3611862,Appartement Rotterdam Centrum/West,13929889,Liz,Delfshaven,Middelland,51.91209,4.45981,Entire home/apt,115,4,33,2023-06-08,0.27,1,36,0,0599 AC19 DC21 5C86 C342
3628774,Beautiful room in Rotterdam,7395931,Gilles,Kralingen-Crooswijk,Kralingen West,51.92459,4.50305,Private room,,1,37,2022-09-11,0.31,1,0,0,0599 9DB9 AF58 5703 C5AC
3670038,Big appartement with a garden.,17799395,Manon,Rotterdam Centrum,Dijkzigt,51.9124,4.46728,Entire home/apt,198,2,385,2024-06-23,3.19,1,154,44,0599236183B652A3A69E
3754432,Cozy apartment,19216475,Louise,Charlois,Oud Charlois,51.8872852,4.4638884,Entire home/apt,140,1,0,,,1,224,0,0599 D60D CB5E 22F3 0DC2
3856476,A Loft with a View,19894111,Arjen & Nathalie,Feijenoord,Hillesluis,51.89486,4.51058,Entire home/apt,78,2,779,2024-06-05,6.53,4,22,61,0599EA6CB84047FA222B
3868358,Vintage Apartment,19894111,Arjen & Nathalie,Feijenoord,Hillesluis,51.89702,4.51201,Entire home/apt,80,2,715,2024-06-09,6.44,4,27,53,0599EA6CB84047FA222B
3885640,Imagine My bnb,20096660,Wij Zijn Danny En Hedwig,Noord,Liskwartier,51.94003,4.47637,Entire home/apt,60,2,19,2022-06-06,0.22,1,118,0,0599 930F 2515 C952 0AA0
3885660,Near Erasmus University,13768594,Eliza,Prins Alexander,Nesselande,51.97016,4.58396,Private room,55,2,140,2024-05-10,1.17,2,352,5,0599 CD13 E32F 3E3C 879A
4313919,Karen's Rooftop Apartment,9244807,Edwin,Feijenoord,Kop van Zuid - Entrepot,51.91162,4.49761,Private room,294,2,2,2022-07-24,0.05,2,275,0,
4430364,"Apê Calypso, Rotterdam center",8691402,Alex,Rotterdam Centrum,Cool,51.92069,4.47252,Entire home/apt,176,3,253,2024-06-21,2.15,1,140,38,0599 6336 8C4B DB76 3254
4684683,Spacious | Comfortable | Private,4661950,Jet & Frank,Delfshaven,Middelland,51.92049,4.45883,Private room,110,1,602,2024-02-25,5.16,1,16,25,0599 E2C2 6946 0690 5E19
4921646,Rotterdam countryside like home & inhouse elevator,25348830,Ejal,Kralingen-Crooswijk,Kralingen Oost,51.920158,4.529109,Entire home/apt,,3,1,2022-12-25,0.05,1,0,0,0599 F7C6 279C FD17 6A78
5074353,Familiehuis in Kralingen,59539064,Joy,Kralingen-Crooswijk,Kralingen Oost,51.92412,4.5134,Entire home/apt,358,6,14,2024-05-15,0.14,1,150,3,0599 7557 08F4 941E CB76
5156210,Under architect renewed house,26658229,Gerard,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.94412,4.47531,Entire home/apt,164,3,136,2024-06-23,1.22,1,294,31,0599 4C5B E806 E449 E042
5216321,beautiful private studio close to city centre,23729777,Erik,Delfshaven,Nieuwe Westen,51.917762756347656,4.451138973236084,Entire home/apt,78,2,375,2024-06-04,3.29,2,113,55,0599 578C 20D4 8FCB 10AF
5313738,Red single room close to city centre,6926282,Marion,Delfshaven,Nieuwe Westen,51.92083,4.45576,Private room,33,3,62,2024-06-06,0.57,3,69,9,05997F3D2DOEECD3OC97
5398600,Charming hotel on the waterside different rooms,27986148,Jan,Delfshaven,Nieuwe Westen,51.90912628173828,4.452959060668945,Private room,346,2,20,2023-05-01,0.18,9,256,0,Exempt
5502133,Family / garden home at the river,10403266,Nicoline,Hillegersberg-Schiebroek,Terbregge,51.94772,4.5003,Entire home/apt,160,3,29,2024-05-05,0.26,1,8,3,0599 1F4E CDF7 D92E 259F
5557758,La Maison Parfaite,4978203,Andres,Kralingen-Crooswijk,Kralingen West,51.92661,4.51022,Entire home/apt,161,7,61,2024-05-12,0.54,1,3,2,0599 0B89 1F2A 862B 7FE4
5640686,Rotterdam's coolest apartment,575281,Cait,Rotterdam Centrum,Cool,51.91666,4.47808,Entire home/apt,200,1,217,2024-06-20,1.92,1,282,45,Exempt
5766744,"Apartment in Rotterdam, direct connection to Ahoy",29918299,Nathalie,Noord,Blijdorp,51.93194,4.46037,Entire home/apt,,3,11,2023-08-21,0.10,1,0,3,0599 26C8 18FF 9CA4 9C6F
5768576,Cozy B&B Rotterdam Center 1,29927312,Tatjana,Rotterdam Centrum,Oude Westen,51.92189,4.46425,Private room,100,1,16,2024-04-21,0.15,3,352,2,0599722D8BC4D4780238
5967526,Cozy B&B Rotterdam Center 2,29927312,Tatjana,Rotterdam Centrum,Cs Kwartier,51.92318,4.46278,Private room,70,1,88,2024-06-02,0.80,3,349,23,0599722D8BC4D4780238
5967858,Cozy B&B Rotterdam Center 3,29927312,Tatjana,Rotterdam Centrum,Cs Kwartier,51.92256,4.46346,Private room,75,1,48,2024-04-20,0.44,3,353,12,0599722D8BC4D4780238
6009466,Luxury penthouse overlooking the water - Rotterdam,29522046,Tamara,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.9452232,4.4873288,Entire home/apt,130,7,2,2023-09-30,0.11,1,156,1,0599 2520 0E65 9659 6C50
6090097,Spacious family home with garden near CS and Zoo,31579292,Marc,Noord,Bergpolder,51.93246,4.46473,Entire home/apt,,3,37,2023-07-31,0.34,1,1,3,0599 E3B1 C92B 6375 9D89
6104060,"Kindvriendelijk, ruim app. in hippe wijk",31670824,Marlot,Feijenoord,Katendrecht,51.89921,4.48108,Entire home/apt,300,2,17,2024-05-04,0.15,1,33,6,0599 FAFF AAE4 B92A E8BD
6311595,Bright open 2 story top appartment,7752728,Paul,Delfshaven,Delfshaven,51.90719,4.45908,Entire home/apt,,2,49,2023-10-15,0.66,1,0,6,0599 F077 B884 24C2 2D5E
6316212,Strand und Düne,21121206,Rainer,Hoek van Holland,Strand en Duin,51.99106,4.13169,Entire home/apt,85,4,21,2024-05-21,0.22,1,66,4,
6430971,Spacious 3-room apartment in a relaxed area,20815514,Wouter,Kralingen-Crooswijk,Kralingen West,51.9264,4.50858,Entire home/apt,160,3,24,2024-05-12,0.22,1,134,12,0599 7D1F 65FE F802 2514
6509777,Getaway in Centre of Rotterdam long term rent only,34033361,Esther,Rotterdam Centrum,Cool,51.92339,4.47715,Entire home/apt,100,21,200,2023-08-08,2.34,1,213,2,Exempt
6633646,"Appartment in ""centrum/west"" (the place to be)..",9440897,Pedro,Delfshaven,Nieuwe Westen,51.91564,4.45361,Entire home/apt,80,14,33,2024-06-15,0.73,1,78,5,0599 3A89 A07B DAF2 BF7F
7365902,Lovely bright 2-bedroom apartment Rotterdam Centre,38594237,Dane,Noord,Blijdorp,51.93022,4.45795,Entire home/apt,,3,14,2023-08-05,0.54,1,0,1,0599 5447 1709 F52D 45D3
7390440,Spacious and luxurious apartment,3673357,Nicolien & Auke,Delfshaven,Tussendijken,51.91246,4.44495,Entire home/apt,,60,1,2023-07-20,0.09,1,0,1,0599 432D CB39 99CE 6B03
7407962,sunny spacious quiet apartment,38817037,Richard,Noord,Blijdorp,51.93297,4.46222,Entire home/apt,105,3,209,2024-06-20,1.93,1,235,34,0599 DED0 98A6 6E26 4DFA
7521148,"Spacious studio, near City Centre / Rotterdam CS",39412781,Cj,Delfshaven,Middelland,51.92066,4.45862,Private room,51,2,350,2024-06-11,3.25,2,66,55,0599 0C55 6722 9182 59AB
7545245,Stylish riverside apt in R'dam West,7623258,Rebecca,Delfshaven,Tussendijken,51.91496,4.44419,Entire home/apt,,2,74,2024-04-08,1.37,1,0,20,0599 A930 D557 A67D C904
7610938,Cozy Stay Rotterdam City Centre,15169843,Ditha,Rotterdam Centrum,Stadsdriehoek,51.92291,4.48975,Entire home/apt,155,3,25,2024-02-05,0.24,1,0,5,0599 C262 60E0 67DF D6DB
7631225,Nice apartment in Rotterdam South,19606870,Marcin,Charlois,Tarwewijk,51.89327,4.49006,Entire home/apt,,2,51,2024-01-01,0.47,1,0,3,0599 B677 102F A683 9492
7986487,Downtown city center,20210197,Maarten,Rotterdam Centrum,Cs Kwartier,51.92379,4.4755,Entire home/apt,,90,112,2022-09-30,1.04,1,124,0,0599 D5A7 89D8 5B69 13A6
8126093,Flat in Rotterdam Oostplein area,42746784,Elaine,Kralingen-Crooswijk,Kralingen West,51.92334,4.50216,Private room,42,7,22,2024-06-01,0.30,1,308,7,0599 366C BAC0 8EF6 1868
8215997,Stylish studio near Central Station / City Centre,39412781,Cj,Delfshaven,Middelland,51.92097,4.45964,Private room,51,2,363,2024-06-10,3.40,2,60,68,0599 0C55 6722 9182 59AB
8281318,"Bright, luxury downtown apartment with garden",30191197,Maarten,Kralingen-Crooswijk,Kralingen West,51.92538,4.50121,Entire home/apt,340,3,43,2024-05-23,0.43,1,334,8,0599 5E40 F045 CDFB 68FB
8347352,Comfy Room @ Historical Delfshaven,35512851,Kim,Delfshaven,Tussendijken,51.91157,4.44626,Private room,,2,428,2023-04-07,4.02,3,0,0,0599 2E0D 3ACF 9737 561E
8354818,Lovely Room @ Historical Delfshaven,35512851,Kim,Delfshaven,Tussendijken,51.911,4.44545,Private room,,2,528,2023-04-09,4.95,3,0,0,0599 2E0D 3ACF 9737 561E
8433150,B & B the Green Room  in Rotterdam,44405381,Hendrik,Kralingen-Crooswijk,Kralingen West,51.93097,4.50381,Entire home/apt,83,2,391,2024-06-09,3.67,1,202,39,0599 D5DA F6D0 E8FC 90D9
8469839,Vintage apt.@ Historical Delfshaven,35512851,Kim,Delfshaven,Tussendijken,51.91151,4.44537,Entire home/apt,,2,215,2023-04-09,2.04,3,0,0,0599 2E0D 3ACF 9737 561E
8544975,Cozy studio next to green park!,27829506,Stefan,Delfshaven,Bospolder,51.90847,4.44136,Entire home/apt,91,2,8,2023-08-31,0.55,1,56,2,0599 2239 86F4 98EB 7855
8950399,Cozy room in Rotterdam Centrum,31328064,Jose,Noord,Oude Noorden,51.926326751708984,4.481900215148926,Private room,60,2,372,2024-06-12,3.53,2,49,45,0599 75EF F284 D409 087F
9163013,Apartment in Rotterdam Blijdorp (north),24525520,Johan,Noord,Blijdorp,51.93292,4.45756,Private room,,4,42,2024-04-22,0.41,1,0,4,0599 4DCC 8C3B BC17 86DC
9257068,"Authentic, comfy appt with a stunning river-view",33346850,Arie-Jan And Manon,Feijenoord,Noordereiland,51.91264,4.4942,Entire home/apt,,2,294,2023-10-30,2.80,2,0,4,0599 BBBE AA17 0345 8A9A
9474240,Special&Spacious urban family house,21087902,Maureen,Delfshaven,Spangen,51.91732,4.4402,Entire home/apt,325,2,83,2023-07-30,0.80,1,280,1,0599 E74E F8FA DC02 BA73
9623594,Cute Room for Two in Amazing Historic Ship!,46700761,Premala,Rotterdam Centrum,Stadsdriehoek,51.91562,4.48552,Private room,81,1,677,2024-06-18,7.51,3,167,90,0599 AAF3 18FD 89FC 0D3A
9656246,Bed in shared room in the center of Rotterdam,7718807,Hostel Ani & Haakien,Rotterdam Centrum,Cs Kwartier,51.92265,4.46518,Shared room,44,1,139,2024-05-09,1.34,5,320,12,0599 9D05 A5B5 FBE4 DAD6
9679472,En suite room in quite street@edge of city centre,50007663,Ralf & Rahmat,Delfshaven,Middelland,51.91263,4.46176,Private room,78,2,674,2024-06-23,6.52,1,33,89,0599 DFA5 B440 A440 8B32
9742216,Bed in the center of Rotterdam,7718807,Hostel Ani & Haakien,Rotterdam Centrum,Oude Westen,51.92059,4.46453,Shared room,45,1,75,2024-04-01,0.73,5,322,4,0599 9D05 A5B5 FBE4 DAD6
9901756,Spacious urban appartment in heart of Rotterdam,17803041,Liek,Rotterdam Centrum,Cool,51.91457,4.47725,Entire home/apt,,3,50,2023-05-01,0.68,1,0,0,0599 25AC 820B 16C8 21BD
10355221,Luxurious apartment downtown,53295634,Oskar,Rotterdam Centrum,Oude Westen,51.92083,4.46945,Entire home/apt,117,1,327,2024-06-22,3.19,1,120,68,0599 88BA 5B65 5B99 35C1
10375079,Loft in bruisende centrum Rotterdam,20750635,Rudolf,Delfshaven,Middelland,51.91868,4.45844,Entire home/apt,,35,18,2024-03-31,0.18,1,2,3,0599c4c7c8547ce1672a
10383405,Cosy bright apartment in a lovely neighborhood,9118753,Patricia,Hillegersberg-Schiebroek,Hillegersberg Zuid,51.94668,4.48759,Entire home/apt,151,2,21,2023-08-04,0.25,1,17,5,0599 A34E 0762 972F DFA2
10431393,Spacious family city apartment with garden (150m2),302893992,Michiel,Delfshaven,Middelland,51.91208,4.46143,Entire home/apt,232,2,47,2024-05-20,0.49,11,26,15,0599 D518 3821 351D AE0E
11005301,Spacious artist house/apartment in Rotterdam West.,57107708,Jeroen,Delfshaven,Middelland,51.91876981093058,4.456812856995083,Entire home/apt,166,14,7,2024-04-02,0.49,1,328,4,0599 C67A 22CF EB37 7971
11108069,Large bedroom Lets be surprized,24851404,Steve,Rotterdam Centrum,Oude Westen,51.92038,4.46401,Private room,90,2,382,2024-06-11,3.81,1,141,51,0599807E83206F04E7C7
11234725,Big apartment near center,58570764,Marnix,Delfshaven,Nieuwe Westen,51.91621,4.45167,Entire home/apt,177,2,63,2024-04-01,0.62,1,253,5,0599 4A0C 8839 F092 0C04
11319075,"Huge, beautiful home with garden",11450284,Johan,Delfshaven,Middelland,51.91218,4.46145,Entire home/apt,225,8,16,2021-08-27,0.17,1,29,0,0599 6C8A 70B9 350C 7538
11320883,Lovely 1 bedroom apartment in Rotterdam,36193660,Veronica,Noord,Blijdorp,51.92827,4.46097,Entire home/apt,110,2,6,2022-09-04,0.24,1,11,0,0599 E242 D205 F318 87E5
11428019,Third floor for guests near centre,18824030,Jose,Delfshaven,Nieuwe Westen,51.92079,4.4496,Private room,71,2,617,2024-06-09,6.11,1,105,37,0599 1625 ACB6 AAE7 C4AC
11475177,Comfortable romantic boat 1892 top!,60379943,H.M.Lansdorp,Feijenoord,Kop van Zuid - Entrepot,51.90855,4.50048,Entire home/apt,89,29,2,2019-08-22,0.02,3,91,0,0599 BD9D 318B 688E 8266
11499957,B&B BOAT NAUTILUS ROTTERDAM,60379943,H.M.Lansdorp,Feijenoord,Kop van Zuid - Entrepot,51.9075,4.50205,Entire home/apt,125,1,524,2024-06-20,5.19,3,327,57,0599DB9D318B688E8266
11527190,City center Rotterdam - Wijnhaven - panorama view,7121558,Dana,Rotterdam Centrum,Stadsdriehoek,51.91694,4.48626,Entire home/apt,,3,12,2023-12-14,0.12,1,0,1,0599 6DAF CDE8 93E0 E087
11633078,Cosy apartment in Rotterdam center,940898,Jc,Rotterdam Centrum,Cool,51.91532,4.4776,Entire home/apt,,2,142,2023-02-18,1.42,1,0,0,0599 B7C4 2277 24D7 A340
11945440,"Fully Renovated Design Loft, Next to Euromast Park",3700605,Jamilla,Delfshaven,Delfshaven,51.90817,4.45308,Entire home/apt,,4,24,2023-06-10,0.24,1,0,0,0599 BFC5 91BE 0D22 1B54
12049772,"Top spot Rotterdam centre, own bathroom/toilet",37531148,Bernadet,Rotterdam Centrum,Oude Westen,51.91357,4.46782,Private room,75,2,143,2024-06-13,1.43,1,11,18,0599 4B64 BCA5 F31C 6AEE
12080166,Hostel Rotterdam,7718807,Hostel Ani & Haakien,Rotterdam Centrum,Oude Westen,51.9204,4.46523,Shared room,45,2,25,2024-03-01,0.26,5,323,5,0599 9D05 A5B5 FBE4 DAD6
12752053,"Luxe appartement nabij zee, strand en duinen",65713563,Ben,Hoek van Holland,Strand en Duin,51.98089,4.11792,Entire home/apt,130,3,82,2024-06-01,0.88,1,149,16,
13520818,Luxurious penthouse in the center of Rotterdam,31610110,Julien & Michel,Rotterdam Centrum,Stadsdriehoek,51.91548,4.4865,Entire home/apt,,4,19,2022-08-12,0.20,1,0,0,0599 A0B4 554E CAD5 9ED7
13706363,MyPlace - Apartment in Central Rotterdam,79996117,Lance,Rotterdam Centrum,Stadsdriehoek,51.9137,4.48126,Entire home/apt,105,2,455,2024-06-24,4.70,1,252,71,059937EE6AF74224B6E9
13811450,Cosy barnhouse surrounded with nature!,51894047,Marieke & Arne,Overschie,Noord Kethel,51.95722579956055,4.397226810455322,Entire home/apt,83,2,330,2024-06-25,3.43,1,280,54,05996AE60B510A724DC8
13842089,Sunny and cozy apartment in center of Rotterdam!,81683959,Ann,Rotterdam Centrum,Stadsdriehoek,51.92176,4.47961,Entire home/apt,106,2,51,2024-05-31,0.54,1,15,13,0599 2428 9CE5 FDA0 BFB9
13941233,Peaceful place in the city center!,18154189,Laura,Rotterdam Centrum,Stadsdriehoek,51.92406,4.48255,Entire home/apt,,1,5,2022-08-13,0.06,1,0,0,0599 4862 9052 D63E CF83
14047222,♡  Room in pittoresk area with great vieuw!,4908529,Luna,Delfshaven,Bospolder,51.90811,4.44508,Private room,90,7,120,2024-04-01,1.25,2,287,10,0599 2B5A D2BA B1F3 7008
14778037,Modern  city apartment 66 m2 with park-view,49103690,Bas,Noord,Blijdorp,51.92961,4.45628,Entire home/apt,,4,30,2024-04-21,0.33,1,0,10,0599 8710 5E89 CF54 B64E
14912543,Captain's Hut in historic city center,46700761,Premala,Rotterdam Centrum,Stadsdriehoek,51.91575,4.48535,Entire home/apt,137,1,672,2024-06-16,7.09,3,141,97,0599 AAF3 18FD 89FC 0D3A
14923755,Cozy room in amazing historic ship!,46700761,Premala,Rotterdam Centrum,Stadsdriehoek,51.91575,4.48569,Private room,83,1,716,2024-06-19,7.55,3,170,101,0599 AAF3 18FD 89FC 0D3A
14963938,"Hotspot in Rotterdam,  eigen douche, wc, airco",93599077,Sandra,Kralingen-Crooswijk,Kralingen Oost,51.92288,4.51243,Entire home/apt,,2,425,2024-01-31,4.55,1,0,46,0599 B7E6 E02A 01C5 1727
15097129,Loft studio,52925696,Fatima,Rotterdam Centrum,Cool,51.91597,4.4755,Entire home/apt,181,1,113,2024-05-12,1.22,2,328,9,Exempt
15295847,Amazing view over the Port of Rotterdam,32329237,Kajan,Delfshaven,Schiemond,51.9023,4.45777,Entire home/apt,107,3,145,2024-06-22,1.56,1,135,48,0599 9F6E C77F 7736 FA16
15461971,Cosy and spacious near city center,4777563,Arnout,Delfshaven,Nieuwe Westen,51.91676,4.45228,Entire home/apt,,3,24,2022-08-06,0.26,1,0,0,0599 8D9E 7087 BFE7 3126
15487943,HIDDEN GEM WITH PRIVATE SAUNA GREAT VIEW,24409130,Lie-Lie,Prins Alexander,Nesselande,51.97989,4.59369,Entire home/apt,260,6,0,,,1,47,0,0599 CAAF 7B16 12DD 63E6
15520217,An island within the city. Silent and central!,99762586,Vincent,Rotterdam Centrum,Stadsdriehoek,51.91593,4.48612,Entire home/apt,268,14,36,2024-05-21,0.39,1,328,2,0599 C070 A7CA 0D1F 2F7E
15593577,Historical sailing ship in city centre,34569260,Deniz,Rotterdam Centrum,Stadsdriehoek,51.91814,4.48472,Entire home/apt,,1,67,2024-04-02,0.72,1,0,7,0599 0C39 B05C 0E87 FA04
15653622,Cool maisonnette 5.5km from downtown,80337664,Theodorus,Charlois,Oud Charlois,51.89154,4.4688,Entire home/apt,170,2,206,2024-05-12,2.21,1,157,9,0599 41FE 9B96 E817 AC25
15840974,"Spacious, Cozy, Sunny Apartment in City Center!",12509224,Sebastiaan,Noord,Bergpolder,51.9364044,4.4627047,Entire home/apt,150,4,9,2024-04-14,0.67,1,236,7,0599 E23F 908F A991 3952
16286764,Perfect private appartment + garden in centre,51393842,Peter Frank,Delfshaven,Nieuwe Westen,51.91279,4.44913,Entire home/apt,,14,19,2023-07-30,0.21,1,0,1,0599 7896 13A1 266D C603
16306501,"Groeps accommodatie ""Marie Galante"" in Rotterdam",9614440,Pieter,Rotterdam Centrum,Nieuwe Werk,51.90769,4.47781,Entire home/apt,525,2,91,2024-05-20,1.01,2,310,22,Exempt
16416492,A room with a bunk bed in the heart of Rotterdam,21552245,Peter,Kralingen-Crooswijk,Rubroek,51.92541,4.49292,Private room,57,4,220,2024-06-25,2.44,1,14,28,05993417180029D28928
16594089,Garden Room Apartment in the city center,26899206,Kees,Rotterdam Centrum,Oude Westen,51.91393,4.46449,Entire home/apt,84,2,263,2024-06-25,2.95,2,280,39,0599 9599 9618 E789 DA19
16599892,Amazing skyline apartment!,3127780,Nienke,Delfshaven,Delfshaven,51.9086,4.45804,Entire home/apt,,4,74,2024-06-14,1.02,1,0,12,0599 1FDE 9F3E 6E8A 371C
16615958,"Stylish, light & spacious apartment in city centre",73149283,Florine,Rotterdam Centrum,Oude Westen,51.91467,4.46862,Entire home/apt,,3,33,2024-01-13,0.60,1,0,2,0599 E05E 5DB1 F9F4 77E3
16649402,Historic house near center Rdam,11562876,Petra,Noord,Bergpolder,51.93399,4.46428,Entire home/apt,150,3,54,2024-04-15,0.60,1,129,2,0599 1E94 29C4 7952 FD4F
16699987,Fun house with two garden sheds as bedrooms.,110619700,Bertine,Rotterdam Centrum,Stadsdriehoek,51.91431,4.48143,Entire home/apt,115,1,310,2024-06-13,3.45,2,347,38,Exempt
16749023,18 goedkope slaapplekken in hartje Rotterdam,105778145,Sudermar,Rotterdam Centrum,Stadsdriehoek,51.91783,4.48816,Entire home/apt,342,1,41,2023-04-15,0.45,1,16,0,0599 14DC C621 E839 2532
16875913,6 pp appartement Rotterdam Hoogvliet europoort,74009812,Wilma,Hoogvliet,Hoogvliet Noord,51.86739,4.38411,Entire home/apt,105,7,63,2022-03-27,0.71,2,175,0,
17037437,Spacious cozy house in the center of Rotterdam.,110619700,Bertine,Rotterdam Centrum,Stadsdriehoek,51.91434,4.48168,Entire home/apt,126,1,410,2024-06-22,4.63,2,308,60,Exempt
17214859,Lush Suburban Rotterdam Getaway,7492414,Frank,Hillegersberg-Schiebroek,Schiebroek,51.95469,4.47453,Entire home/apt,,4,4,2023-10-21,0.36,1,0,4,0599 3265 917B 9805 9FA0
17264818,Rotterdam: Apartment with a View!,116391361,Sam,Delfshaven,Tussendijken,51.91243,4.44654,Entire home/apt,130,2,98,2024-04-05,1.11,1,266,8,0599 F318 7C24 24F0 D613
17310034,Charming renovated carriage house,116814166,Nicolette,Hillegersberg-Schiebroek,Hillegersberg Noord,51.95497,4.49434,Entire home/apt,149,3,88,2024-06-24,0.99,1,127,11,0599A528A7E808959D10
17352498,Cozy Apartment near Central Station.,117247688,Jasper,Rotterdam Centrum,Cs Kwartier,51.92511736474865,4.46629867064638,Entire home/apt,144,2,18,2024-06-12,0.20,1,77,5,LT723780000009713789
17361998,"Room with private balcony, bathroom and toilet.",24606148,Marjolijn,Delfshaven,Middelland,51.9143,4.45653,Private room,80,1,301,2024-06-24,3.43,1,8,59,0599D26233115906D772
