id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
16306501,https://www.airbnb.com/rooms/16306501,20240625175556,2024-06-25,city scrape,"Groeps accommodatie ""Marie Galante"" in Rotterdam","Large traditional sailing ship with in 10 rooms (cabins) 21 beds all year round in the heart of Rotterdam.<br />The ship for yourself! Suns and BBQ on deck.<br />A cozy overnight location with bar for your party.<br />The shipping district is bustling around.<br />Nightlife/center, museums, and tour boats are in walking distance.<br />A fantastic unobstructed view of the river and ""the head of south"", the ""Manhattan on the Maas""<br />NB: Sleeping bag with you, mattresses and pillows are freshly covered by us.","One can enjoy walking around the harbour to the Euromast(park), go sailing with the Spido harbor tour or have lunch at ""Hotel New York"" or wander the SS ""Rotterdam"" !<br />Museums and Euromast(park) within walking distance.<br />The monumental shipping district is home to many cafes and restaurants.<br />Bicycle rental within walking distance. (Schiedamsedijk; ""Centrum bikes"")<br />It is good to walk in the Witte de Withstraat! (400 meters walking), White Aap, NRC,then loose in the Maassilo, Skihut, BAR, Tofler, Beurs, Beurt, Rotown, Get Back, Villa Thalia, Zimmermann, Stadscafe, etc.",https://a0.muscache.com/pictures/miso/Hosting-16306501/original/9f3b5c9d-fadb-4a4b-bed5-6dbb36836b55.jpeg,9614440,https://www.airbnb.com/users/show/9614440,Pieter,2013-10-24,"Rotterdam, Netherlands","Uw gastheer was familievader en voerde als kapitein samen met vrouw en zonen de zeilrederij Vof Europe Sailing.
Ik woon nabij mijn familie op de te verhuren zeilschepen 'Luciana', 'Catherina' en 'Marie Galante' in de Veerhaven Rotterdam centrum.
Mijn favoriete reisbestemmingen zijn in Noorwegen en Portugal.
Ik heb weinig tijd voor boeken, maar lees graag reisverhalen en (maritieme)geschiedenis.
Bij slecht weer pak ik de Bios.",within an hour,100%,97%,f,https://a0.muscache.com/im/pictures/user/e1aa9673-de16-4a7f-88c7-36c14bdef097.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/e1aa9673-de16-4a7f-88c7-36c14bdef097.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'work_email']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Nieuwe Werk,Rotterdam Centrum,51.90769,4.47781,Boat,Entire home/apt,16,3.0,3 baths,10,21,"[""Coffee maker"", ""Private patio or balcony"", ""City skyline view"", ""Hot water"", ""Private entrance"", ""Refrigerator"", ""Cleaning products"", ""Paid parking garage off premises"", ""Paid parking on premises"", ""Dining table"", ""Outdoor dining area"", ""Gastro stainless steel oven"", ""Fire extinguisher"", ""Paid washer \u2013 In building"", ""Carbon monoxide alarm"", ""Kitchen"", ""Smoke alarm"", ""Freezer"", ""Essentials"", ""Sony sound system with Bluetooth and aux"", ""Long term stays allowed"", ""Wine glasses"", ""Books and reading material"", ""Toaster"", ""Dishes and silverware"", ""36 inch HDTV with standard cable"", ""Cooking basics"", ""Host greets you"", ""Barbecue utensils"", ""Wifi"", ""Hangers"", ""First aid kit"", ""Outdoor furniture"", ""Harbor view"", ""Paid dryer \u2013 In building"", ""BBQ grill"", ""Marina view"", ""Waterfront"", ""Stove"", ""Dishwasher"", ""River view"", ""Luggage dropoff allowed"", ""Heating""]",$525.00,2,90,2,2,1125,1125,2.0,1125.0,,t,21,34,53,310,2024-06-25,91,22,0,2017-02-03,2024-05-20,4.65,4.58,4.15,4.74,4.8,4.96,4.69,Exempt,f,2,2,0,0,1.01
16416492,https://www.airbnb.com/rooms/16416492,20240625175556,2024-06-25,city scrape,A room with a bunk bed in the heart of Rotterdam,"A recently renovated room with a bunk bed that sleeps two people.<br /><br />The apartment is just a 5 minute walk from the very heart of Rotterdam city centre. With a large supermarket, various shops and places to eat/drink just around the corner as well.<br /><br />Other nearby places: Erasmus University, Markthal, Rotterdam Central Station (train), Cube Houses, Blijdorp Zoo, Euromast, Kinderdijk (wind mills), and many many more!<br /><br />Wi-Fi is free, extremely fast and unlimited. Details will be provided upon arrival.",Quiet neighbourhood with a lot of green just around the corner of the city centre.,https://a0.muscache.com/pictures/airflow/Hosting-16416492/original/166b2ff8-631f-41fe-9835-0eaf4835fef8.jpg,21552245,https://www.airbnb.com/users/show/21552245,Peter,2014-09-20,"Rotterdam, Netherlands","Living and working in the heart of Rotterdam. Love food, wine and traveling.

As a worldwide traveler I have traded in staying at hotels for Airbnb years ago. Visiting new places and meeting new exciting locals is the great result.

As a host I offer my guest bedroom in Rotterdam through Airbnb and truly enjoy hosting guests and meeting new friends from all over the globe!",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/User-21552245/original/e91fccd6-0c59-42f6-8a64-c246d769b820.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-21552245/original/e91fccd6-0c59-42f6-8a64-c246d769b820.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Rubroek,Kralingen-Crooswijk,51.92541,4.49292,Private room in condo,Private room,2,1.5,1.5 shared baths,1,2,"[""Private patio or balcony"", ""Hot water kettle"", ""Central heating"", ""Conditioner"", ""Paid street parking off premises"", ""Hot water"", ""Private entrance"", ""Coffee maker: Nespresso"", ""Drying rack for clothing"", ""Cleaning products"", ""Sun loungers"", ""EV charger"", ""Ethernet connection"", ""Bosch stainless steel gas stove"", ""Dining table"", ""Iron"", ""Outdoor dining area"", ""Fire extinguisher"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""55 inch HDTV with Netflix, standard cable, DVD player, HBO Max, Amazon Prime Video, Disney+, premium cable"", ""Body soap"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Portable fans"", ""Kitchen"", ""Extra pillows and blankets"", ""Freezer"", ""Essentials"", ""Dedicated workspace"", ""Long term stays allowed"", ""Private backyard \u2013 Fully fenced"", ""Baking sheet"", ""Smoking allowed"", ""Wine glasses"", ""Books and reading material"", ""Game console: PS3"", ""Toaster"", ""Dishes and silverware"", ""Cooking basics"", ""Zanussi refrigerator"", ""Host greets you"", ""Shower gel"", ""Hangers"", ""First aid kit"", ""Outdoor furniture"", ""Lock on bedroom door"", ""Room-darkening shades"", ""Samsung (oven & microwave) stainless steel oven"", ""Rice maker"", ""Single level home"", ""Bed linens"", ""Exterior security cameras on property"", ""Fast wifi \u2013 400 Mbps"", ""Microwave"", ""Shared BBQ grill: charcoal, gas"", ""Coffee"", ""Board games"", ""Shampoo"", ""Hair dryer"", ""Dishwasher"", ""Sonos sound system with Bluetooth and aux"", ""Luggage dropoff allowed"", ""Clothing storage: closet and dresser"", ""Free washer \u2013 In unit""]",$57.00,4,1125,4,4,1125,1125,4.0,1125.0,,t,4,13,14,14,2024-06-25,220,28,2,2017-01-27,2024-06-25,4.96,4.99,4.9,5.0,4.99,4.95,4.96,05993417180029D28928,f,1,0,1,0,2.44
16594089,https://www.airbnb.com/rooms/16594089,20240625175556,2024-06-25,city scrape,Garden Room Apartment in the city center,"Our Garden Room apartment is in the center of the city with great places to meet, shop, dine out or have breakfast within a hundred meters. Out the front door you will be in the bustling atmosphere of the city and at the back the doors opens to a garden with birds, trees and flowers. The garden is NO smoking.<br />The apartment was renovated in November 2022 with a great bathroom and a shower that no longer opens to the kitchen.","Within 250 meters there’s a big variety of things that you want nearby: shops, breakfast places, restaurants, cafes, a night shop, and the Emergency Room of the Erasmus University Hospital. There are four superarkets within 700 meters.",https://a0.muscache.com/pictures/c96d317f-bfc4-441f-90d2-d4511b4126b6.jpg,26899206,https://www.airbnb.com/users/show/26899206,Kees,2015-01-29,"Rotterdam, Netherlands","We love to travel and have done so through over 80 countries mainly over land. In Rotterdam we have a company in the hospitality industry called City Safari in which we invite people to visit the superdiverse Rotterdamers in their homes, houses of worship or civic initiatives. This way we help organizations build their diversity program by actually meeting the people who make up the city in person and we invite individuals to explore the city by meeting these people and going places outside the city center. ",within an hour,100%,98%,t,https://a0.muscache.com/im/users/26899206/profile_pic/1422543987/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/26899206/profile_pic/1422543987/original.jpg?aki_policy=profile_x_medium,,2,2,"['email', 'phone', 'work_email']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,Rotterdam Centrum,51.91393,4.46449,Entire townhouse,Entire home/apt,2,1.5,1.5 baths,1,1,"[""24 inch HDTV with Chromecast, premium cable, standard cable"", ""Private patio or balcony"", ""Central heating"", ""Hot water"", ""Private entrance"", "". sound system with aux"", ""Refrigerator"", ""Drying rack for clothing"", ""Cleaning products"", ""Coffee maker: Nespresso"", ""EV charger"", ""Ethernet connection"", ""Dining table"", ""Self check-in"", ""Outdoor dining area"", ""Fire extinguisher"", ""Laundromat nearby"", ""Carbon monoxide alarm"", ""Kitchen"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Essentials"", ""Dedicated workspace"", ""Long term stays allowed"", ""Garden view"", ""Wine glasses"", ""Books and reading material"", ""Paid parking off premises"", ""Dishes and silverware"", ""Cooking basics"", ""Gas stove"", ""Clothing storage: wardrobe"", ""Smart lock"", ""Shower gel"", ""Hangers"", ""First aid kit"", ""Room-darkening shades"", ""Standalone high chair - always at the listing"", ""Bed linens"", ""Microwave"", "". body soap"", ""Shared backyard \u2013 Fully fenced"", ""Dryer"", ""Coffee"", ""Shampoo"", ""Hair dryer"", ""Fast wifi \u2013 383 Mbps"", ""Luggage dropoff allowed"", ""Iron"", ""Free washer \u2013 In unit""]",$84.00,2,35,2,2,1125,1125,2.0,1125.0,,t,5,15,36,280,2024-06-25,263,39,5,2017-02-25,2024-06-25,4.8,4.87,4.81,4.95,4.92,4.95,4.75,0599 9599 9618 E789 DA19,f,2,2,0,0,2.95
16599892,https://www.airbnb.com/rooms/16599892,20240625175556,2024-06-25,previous scrape,Amazing skyline apartment!,"Amazing skyline apartment! <br />Very spacious, 110 m2 apartment with a lot of windows to see the beautiful city of Rotterdam. <br />Two large bedrooms with 2-person Auping beds.<br />Its a fully equiped apartment with design furniture, 55 inch flatsceen tv, 3 meter dining table and a large kitchen.",,https://a0.muscache.com/pictures/99365884-59d8-4ff2-842b-480205e6ac8d.jpg,3127780,https://www.airbnb.com/users/show/3127780,Nienke,2012-08-01,"Rotterdam, Netherlands","My name is Nienke and I live in Rotterdam and work in Amsterdam.
I love the city life!",within a few hours,100%,94%,f,https://a0.muscache.com/im/users/3127780/profile_pic/1429642598/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/3127780/profile_pic/1429642598/original.jpg?aki_policy=profile_x_medium,,1,4,"['email', 'phone']",t,t,,Delfshaven,Delfshaven,51.9086,4.45804,Entire condo,Entire home/apt,4,,1.5 baths,2,,"[""Coffee maker"", ""City skyline view"", ""Hot water"", ""Refrigerator"", ""Paid parking on premises"", ""Shared patio or balcony"", ""Carbon monoxide alarm"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Smoke alarm"", ""Essentials"", ""Long term stays allowed"", ""Dishes and silverware"", ""Elevator"", ""Cooking basics"", ""Host greets you"", ""Bathtub"", ""Wifi"", ""Hangers"", ""First aid kit"", ""Harbor view"", ""TV with Netflix"", ""Waterfront"", ""Single level home"", ""Microwave"", ""Stove"", ""Free washer \u2013 In unit"", ""Shampoo"", ""Hair dryer"", ""Dishwasher"", ""River view"", ""Oven"", ""Pets allowed"", ""Iron"", ""Heating""]",,4,15,4,4,1125,1125,4.0,1125.0,,t,0,0,0,0,2024-06-25,74,12,2,2018-07-09,2024-06-14,4.99,4.97,4.92,4.97,5.0,4.95,4.91,0599 1FDE 9F3E 6E8A 371C,f,1,1,0,0,1.02
16615958,https://www.airbnb.com/rooms/16615958,20240625175556,2024-06-25,previous scrape,"Stylish, light & spacious apartment in city centre","Welcome in our comfortable home! Situated in the centre of Rotterdam, within walking distance of many restaurants, bars, musea and public transportion, it is the ideal place to discover the city and surrounding area's. Upon request, we can offer a late checkout (17.00h) for an additional fee of 30euro.  <br /><br />Welkom in ons comfortabele huis! Situated in the center of Rotterdam, within walking distance to many restaurants, bars, museums and public transportation, this is the ideal location to discover the city.","Just a few minutes from our front door you'll find the vibrant Witte de With street, Nieuwe Binnenweg and Eendrachts-square on which many restaurants and café's are situated, for either breakfast, lunch, drinks or dinner. Throughout the past years we have been able to try many of these places and would love to share our (culinary) tips with you. Supermarkets, shopping area's, musea and other highlights of the city are all walking distance or easily accessible from our home.<br /><br />A few minutes walk away you will find the bustling Witte de With street, Nieuwe Binnenweg and Eendrachtsplein where many restaurants and cafés are located for breakfast, lunch, drinks and dinner. Over the past years, we have been able to try out many fun (culinary) opportunities in Rotterdam and its surroundings, allowing us to provide you with insider tips. Furthermore, supermarkets, shopping, museums and other attractions are all easy to reach.",https://a0.muscache.com/pictures/f791df70-c739-4a93-8b7d-7622cfca3a52.jpg,73149283,https://www.airbnb.com/users/show/73149283,Florine,2016-05-21,"Rotterdam, Netherlands","",N/A,N/A,67%,f,https://a0.muscache.com/im/pictures/user/cc5813cc-6736-4be0-975b-f4b1c379cc40.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/cc5813cc-6736-4be0-975b-f4b1c379cc40.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Oude Westen,Rotterdam Centrum,51.91467,4.46862,Entire rental unit,Entire home/apt,4,,1.5 baths,2,,"[""Private patio or balcony"", ""Washer"", ""Hot water kettle"", ""Hot water"", ""Private entrance"", ""Refrigerator"", ""Coffee maker: Nespresso"", ""Cleaning products"", ""Dining table"", ""Fire extinguisher"", ""Kitchen"", ""Body soap"", ""Smoke alarm"", ""Extra pillows and blankets"", ""Freezer"", ""Essentials"", ""Garden view"", ""Baking sheet"", ""Wine glasses"", ""Paid parking off premises"", ""Dishes and silverware"", ""Cooking basics"", ""Wifi"", ""Shower gel"", ""Hangers"", ""First aid kit"", ""Outdoor furniture"", ""Bed linens"", ""Courtyard view"", ""Microwave"", ""Stove"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Dishwasher"", ""Oven"", ""Heating""]",,3,730,3,3,730,730,3.0,730.0,,t,0,0,0,0,2024-06-25,33,2,0,2019-12-15,2024-01-13,4.97,4.97,4.85,4.97,4.85,4.94,4.88,0599 E05E 5DB1 F9F4 77E3,f,1,1,0,0,0.60
16649402,https://www.airbnb.com/rooms/16649402,20240625175556,2024-06-25,city scrape,Historic house near center Rdam,"Characteristic 1930s home in bustling Rotterdam North. Cozy and bright 3-room apartment with ensuite doors on the 1st floor. The apartment has a rear balcony. Walking distance to Vroesenpark, various public transport (Rotterdam Central Train Station, tram, metro and bus) and a short distance from the Rotte and Bergse lakes. The city centre can be reached in about 5-7 minutes by bike and the A13, A20 and A16 exit roads are also conveniently located.","What does Rotterdam North have that other Rotterdam districts don't have?<br /><br />Vroesenpark: the place for picnics, barbecues and football in the summer.<br /><br />Station Hofplein: under former train station Hofplein you will find unique shops with vintage clothing and furniture, coffee bars, restaurants and jazz club Bird.<br /><br />The Zwaanshals and the Sawmill Cave: two streets full of design shops and delicacies.<br /><br />Zoo Blijdorp: one of the oldest and most beautiful zoos in the Netherlands.",https://a0.muscache.com/pictures/96896d65-db62-42ce-9a41-42003b103190.jpg,11562876,https://www.airbnb.com/users/show/11562876,Petra,2014-01-23,"Rotterdam, Netherlands","Hi, I am Petra from the Netherlands. I live in Rotterdam. To discover new cities I really enjoy staying in airbnb houses to feel more of how people living in their city.",within an hour,100%,60%,f,https://a0.muscache.com/im/pictures/user/5a6d4c4a-77a9-49bb-b58f-4ec662e46480.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/5a6d4c4a-77a9-49bb-b58f-4ec662e46480.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Rotterdam, Zuid-Holland, Netherlands",Bergpolder,Noord,51.93399,4.46428,Entire rental unit,Entire home/apt,2,1.5,1.5 baths,1,1,"[""Coffee maker"", ""Private patio or balcony"", ""Hot water kettle"", ""Paid street parking off premises"", ""Conditioner"", ""Hot water"", ""Private entrance"", ""Refrigerator"", ""Cleaning products"", ""Dining table"", ""Self check-in"", ""Laundromat nearby"", ""Kitchen"", ""Body soap"", ""Portable fans"", ""Extra pillows and blankets"", ""Freezer"", ""Essentials"", ""Dedicated workspace"", ""Garden view"", ""Baking sheet"", ""Wine glasses"", ""Books and reading material"", ""Dishes and silverware"", ""Lockbox"", ""Cooking basics"", ""Wifi"", ""Shower gel"", ""Hangers"", ""First aid kit"", ""Outdoor furniture"", ""Single level home"", ""Bed linens"", ""Courtyard view"", ""Microwave"", ""Stove"", ""Coffee"", ""Shampoo"", ""Hair dryer"", ""Dishwasher"", ""Luggage dropoff allowed"", ""Oven"", ""Iron"", ""Heating""]",$150.00,3,1125,1,3,1125,1125,3.0,1125.0,,t,18,45,49,129,2024-06-25,54,2,0,2017-01-15,2024-04-15,4.87,4.8,4.81,4.94,4.93,4.72,4.74,0599 1E94 29C4 7952 FD4F,f,1,1,0,0,0.60
16699987,https://www.airbnb.com/rooms/16699987,20240625175556,2024-06-25,city scrape,Fun house with two garden sheds as bedrooms.,"The apartment is located around the corner from the famous Witte de Withstraat. Located at the foot of Erasmus Bridge<br />My space is close to Museum Boijmans Van Beuningen, the market hall and cube houses (5 min walk). You'll love my place because of the neighborhood, the comfy bed and the kitchen. My place is suitable for couples, business travelers and families (with kids).","You are right next to the cozy Witte de Withstraat, with its many nice and cozy restaurants and cafes. Café De Witte Monkey on Witte de Withstraat has been declared the best café in the world.<br /><br />For shopping you are walking within 5 minutes in the center of shopping Rotterdam",https://a0.muscache.com/pictures/miso/Hosting-16699987/original/a5658658-03de-4fa1-a035-7e9c5e2700d6.jpeg,110619700,https://www.airbnb.com/users/show/110619700,Bertine,2017-01-09,Netherlands,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/d2b996bb-be05-4fef-bfb0-eb858c5bf8c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d2b996bb-be05-4fef-bfb0-eb858c5bf8c5.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,"Rotterdam, ZH, Netherlands",Stadsdriehoek,Rotterdam Centrum,51.91431,4.48143,Entire rental unit,Entire home/apt,6,1.0,1 bath,2,6,"[""Coffee maker"", ""Hot water kettle"", ""Hot water"", ""Private entrance"", ""Refrigerator"", ""TV with standard cable"", ""Drying rack for clothing"", ""Cleaning products"", ""Paid parking garage off premises"", ""Pocket wifi"", ""Dining table"", ""Self check-in"", ""Oven"", ""Fire extinguisher"", ""Crib"", ""Kitchen"", ""Smoke alarm"", ""Portable fans"", ""Essentials"", ""Long term stays allowed"", ""Baking sheet"", ""Wine glasses"", ""Toaster"", ""Dishes and silverware"", ""Lockbox"", ""Cooking basics"", ""Wifi"", ""Hangers"", ""First aid kit"", ""Bed linens"", ""Exterior security cameras on property"", ""Microwave"", ""Coffee"", ""Board games"", ""Shampoo"", ""Hair dryer"", ""Dishwasher"", ""Pets allowed"", ""Outlet covers"", ""Iron"", ""Heating"", ""High chair""]",$115.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,18,45,75,347,2024-06-25,310,38,3,2017-02-11,2024-06-13,4.46,4.58,4.57,4.81,4.76,4.8,4.34,Exempt,t,2,2,0,0,3.45
16749023,https://www.airbnb.com/rooms/16749023,20240625175556,2024-06-25,city scrape,18 goedkope slaapplekken in hartje Rotterdam,"Stay in the centre of Rotterdam<br />The sailing ship Sudermar is an old Frisian Tjalk from 1904 and offers a great place to stay in the center of Rotterdam in the winter. From the ship you can walk into the city center of this metropolis. Whether you're staying here to enjoy culture, shop, or visit a gathering; Sleeping Sip Sudermar offers a great accommodation on the water. In the summer months, the ship sails with groups on IJsselmeer and Wadden Sea.","In the heart of Rotterdam near the market hall, cube houses, old harbour and restaurants and nice bars.",https://a0.muscache.com/pictures/bb0336c2-1736-4e8c-8f49-7a1eda2ad691.jpg,105778145,https://www.airbnb.com/users/show/105778145,Sudermar,2016-12-01,"Enschede, Netherlands","",within an hour,100%,0%,f,https://a0.muscache.com/im/pictures/user/fc05618e-9ece-4576-92dd-f6bb552b9161.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/fc05618e-9ece-4576-92dd-f6bb552b9161.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'work_email']",t,t,"Rotterdam, Netherlands",Stadsdriehoek,Rotterdam Centrum,51.91783,4.48816,Boat,Entire home/apt,16,3.0,3 baths,7,18,"[""Coffee maker"", ""Washer"", ""Fire extinguisher"", ""Dishes and silverware"", ""Waterfront"", ""Cooking basics"", ""Hot water"", ""Bed linens"", ""Smoke alarm"", ""Kitchen"", ""Refrigerator"", ""Dryer"", ""Stove"", ""Host greets you"", ""Essentials"", ""First aid kit"", ""Oven"", ""Heating""]",$342.00,1,21,1,1,21,21,1.0,21.0,,t,0,0,0,16,2024-06-25,41,0,0,2017-01-28,2023-04-15,4.71,4.76,4.66,4.88,4.95,4.93,4.78,0599 14DC C621 E839 2532,f,1,1,0,0,0.45
16875913,https://www.airbnb.com/rooms/16875913,20240625175556,2024-06-25,city scrape,6 pp appartement Rotterdam Hoogvliet europoort,"My place is close to great views, parks, art, and culture, and restaurants, and eateries. You'll love my place because of the view, the location, and the coziness. My place is suitable for couples, solo adventurers, business travelers, families (with kids) Pets are not allowed",beautiful wooded polder landscape near the center of Rotterdam city,https://a0.muscache.com/pictures/4a5411fc-6edb-465e-ac43-8831da91a861.jpg,74009812,https://www.airbnb.com/users/show/74009812,Wilma,2016-05-25,"Rotterdam, Netherlands","Spontaan, vriendelijk, hou erg van avontuur.",within an hour,100%,100%,t,https://a0.muscache.com/im/pictures/user/8c35c42c-a295-4769-8f2a-09ff92549c1e.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/8c35c42c-a295-4769-8f2a-09ff92549c1e.jpg?aki_policy=profile_x_medium,,4,10,"['email', 'phone']",t,t,"Hoogvliet Rotterdam, Zuid-Holland, Netherlands",Hoogvliet Noord,Hoogvliet,51.86739,4.38411,Entire rental unit,Entire home/apt,6,1.5,1.5 baths,2,4,"[""Coffee maker"", ""Washer"", ""Baby bath"", ""Hot water"", ""Private entrance"", ""Refrigerator"", ""Self check-in"", ""Crib"", ""Carbon monoxide alarm"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Patio or balcony"", ""Dishes and silverware"", ""Lockbox"", ""Cooking basics"", ""Wifi"", ""TV"", ""Hangers"", ""Free parking on premises"", ""Microwave"", ""Stove"", ""Dryer"", ""Shampoo"", ""Hair dryer"", ""Oven"", ""Iron"", ""Heating"", ""High chair""]",$105.00,7,30,7,7,30,30,7.0,30.0,,t,0,0,0,175,2024-06-25,63,0,0,2017-03-30,2022-03-27,4.51,4.56,4.44,4.73,4.81,4.54,4.71,,f,2,2,0,0,0.71
17037437,https://www.airbnb.com/rooms/17037437,20240625175556,2024-06-25,city scrape,Spacious cozy house in the center of Rotterdam.,"Located in the center of Rotterdam.<br />Erasmus Bridge, market hall, cube houses, museums, Witte de Withstraat",The apartment is located in the heart of Rotterdam city center. All of the places of interest are easily accessible on foot or by public transportation. Metro and tram stop in front of the door.,https://a0.muscache.com/pictures/miso/Hosting-17037437/original/632eb0a4-bfc2-4fbc-8d68-731367761eba.jpeg,110619700,https://www.airbnb.com/users/show/110619700,Bertine,2017-01-09,Netherlands,"",within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/d2b996bb-be05-4fef-bfb0-eb858c5bf8c5.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d2b996bb-be05-4fef-bfb0-eb858c5bf8c5.jpg?aki_policy=profile_x_medium,,2,2,['phone'],t,t,"Rotterdam, ZH, Netherlands",Stadsdriehoek,Rotterdam Centrum,51.91434,4.48168,Entire rental unit,Entire home/apt,6,1.0,1 bath,2,5,"[""Coffee maker"", ""Baby bath"", ""Hot water kettle"", ""Hot water"", ""Private entrance"", ""Refrigerator"", ""Cleaning products"", ""Paid parking garage off premises"", ""Pocket wifi"", ""Self check-in"", ""Fire extinguisher"", ""Crib"", ""Laundromat nearby"", ""Kitchen"", ""Smoke alarm"", ""Essentials"", ""Dedicated workspace"", ""Long term stays allowed"", ""Baking sheet"", ""Wine glasses"", ""Dishes and silverware"", ""Lockbox"", ""Cooking basics"", ""Wifi"", ""Hangers"", ""First aid kit"", ""Bed linens"", ""Exterior security cameras on property"", ""Microwave"", ""Stove"", ""Board games"", ""Shampoo"", ""Hair dryer"", ""Pets allowed"", ""Oven"", ""Iron"", ""Heating"", ""High chair""]",$126.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,11,26,46,308,2024-06-25,410,60,5,2017-03-19,2024-06-22,4.49,4.6,4.59,4.83,4.73,4.85,4.38,Exempt,t,2,2,0,0,4.63
